model,domain,task,organization,authors,publication_date,reference,link,citations,notability_criteria,parameters,training_compute_(flop),training_dataset_size_(gradients),training_time_(hours),training_hardware,approach,confidence,epochs,model_accessibility,country,base_model,finetune_compute_(flop),hardware_quantity,last_modified,training_cloud_compute_vendor,batch_size,organization_categorization,foundation_model,training_chip-hours,training_code_accessibility,possibly_over_1e23_flop,training_compute_cost_(2023_usd),frontier_model,training_power_draw_(w),training_compute_estimation_method,year,era,notable_model,country_first,domain_group,export_controls_sum,publication_count
PIXART-α,Image generation,"Image generation,Text-to-image","Huawei Noah's Ark Lab,The University of Hong Kong,Hong Kong University of Science and Technology (HKUST)","Junsong Chen, Jincheng Yu, Chongjian Ge, Lewei Yao, Enze Xie, Yue Wu, Zhongdao Wang, James Kwok, Ping Luo, Huchuan Lu, Zhenguo Li",2023-09-30,PIXART-α: Fast Training of Diffusion Transformer for Photorealistic Text-to-Image Synthesis,"https://arxiv.org/abs/2310.00426
https://openreview.net/pdf?id=eAKmQPe3m1
https://github.com/PixArt-alpha/PixArt-alpha",,,600000000.0,1.541475e+21,626000000000.0,,NVIDIA V100,,Confident,,Open weights (unrestricted),Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,"Hardware,Comparison with other models",2023,Deep learning era,False,China,Vision,,29.3054023349738
HiDream Large Model 1.0,"Video,Image generation,Vision,3D modeling","Video generation,Image-to-video,Text-to-video,Image generation,Text-to-image",HiDream,Unknown,2023-09-30,,"https://blog.csdn.net/Datawhale/article/details/133366053

https://www.sohu.com/a/722858298_490443",,,6000000000.0,,,,,,Likely,,API access,China,,,,2025-10-13 14:22:05+00:00,,,Industry,False,,Unreleased,False,,False,,,2023,Deep learning era,False,China,Multimodal,,29.3054023349738
StableLM-3B-4E1T,Language,Language generation,Stability AI,"Jonathan Tow, Marco Bellagente, Dakota Mahan, Carlos Riquelme Ruiz",2023-09-29,,https://stability.wandb.io/stability-llm/stable-lm/reports/StableLM-3B-4E1T--VmlldzoyMjU4?accessToken=u3zujipenkx5g7rtcj9qojjgxpconyjktjkli2po09nffrffdhhchq045vp0wyfo,,,2795443200.0,6.21e+22,1000000000000.0,720.0,NVIDIA A100,,Confident,4.0,Open weights (unrestricted),United Kingdom,,,,2025-08-01 16:23:10+00:00,,4194304.0,Industry,False,,,False,,False,,Hardware,2023,Deep learning era,False,United Kingdom,Language,,3.028939963883051
Wuerstchen,Image generation,"Text-to-image,Image generation","Technische Hochschule Ingolstadt,University of Montreal / Université de Montréal,Mila - Quebec AI (originally Montreal Institute for Learning Algorithms),Polytechnique Montreal,Wand Technologies","Pablo Pernias, Dominic Rampas, Mats L. Richter, Christopher J. Pal, Marc Aubreville",2023-09-29,Wuerstchen: An Efficient Architecture for Large-Scale Text-to-Image Diffusion Models,https://arxiv.org/abs/2306.00637,,,1000000000.0,8.2898899e+21,,,,,Confident,,Open weights (unrestricted),Multinational,,,,2025-09-28 01:00:10+00:00,,,"Academia, Industry",False,,,False,,False,,Hardware,2023,Deep learning era,False,Germany,Vision,6.0,3.4737849918245405
GAIA-1,"Video,Vision,Multimodal,Language","Self-driving car,Video generation,Instruction interpretation",Wayve,"Anthony Hu, Lloyd Russell, Hudson Yeo, Zak Murez, George Fedoseev, Alex Kendall, Jamie Shotton, Gianluca Corrado",2023-09-29,GAIA-1: A Generative World Model for Autonomous Driving,https://arxiv.org/abs/2309.17080,,,9000000000.0,1.1645338e+22,,,NVIDIA A100,,Confident,,Unreleased,United Kingdom,,,,2025-09-28 01:00:10+00:00,,,Industry,False,34560.0,Unreleased,False,,False,,"Hardware,Reported",2023,Deep learning era,False,United Kingdom,Multimodal,,3.028939963883051
Qwen-14B,Language,Language modeling/generation,Alibaba,"Jinze Bai, Shuai Bai, Yunfei Chu, Zeyu Cui, Kai Dang, Xiaodong Deng, Yang Fan, Wenbin Ge, Yu Han, Fei Huang, Binyuan Hui, Luo Ji, Mei Li, Junyang Lin, Runji Lin, Dayiheng Liu, Gao Liu, Chengqiang Lu, Keming Lu, Jianxin Ma, Rui Men, Xingzhang Ren, Xuancheng Ren, Chuanqi Tan, Sinan Tan, Jianhong Tu, Peng Wang, Shijie Wang, Wei Wang, Shengguang Wu, Benfeng Xu, Jin Xu, An Yang, Hao Yang, Jian Yang, Shusheng Yang, Yang Yao, Bowen Yu, Hongyi Yuan, Zheng Yuan, Jianwei Zhang, Xingxuan Zhang, Yichang Zhang, Zhenru Zhang, Chang Zhou, Jingren Zhou, Xiaohuan Zhou, Tianhang Zhu",2023-09-28,Qwen Technical Report,https://arxiv.org/abs/2309.16609,2482.0,,14000000000.0,2.5e+23,3000000000000.0,,,,Confident,1.0,Open weights (restricted use),China,,,,2025-10-16 13:09:06+00:00,,4000000.0,Industry,False,,Unreleased,True,,False,,Operation counting,2023,Deep learning era,False,China,Language,,29.3054023349738
Amazon Titan,"Language,Image generation","Semantic search,Image generation,Language modeling/generation,Code generation,Chat,Text-to-image,Translation",Amazon,Unknown,2023-09-28,,https://aws.amazon.com/bedrock/titan/,,Training cost,200000000000.0,4.8e+24,4000000000000.0,1152.0,NVIDIA A100,,Likely,,API access,United States,,,13760.0,2025-10-16 15:12:24+00:00,,,Industry,False,,Unreleased,True,7933464.673729055,True,10929327.206416875,"Hardware,Operation counting",2023,Deep learning era,True,United States,Multimodal,22.0,12.024618272999188
Qwen-7B,Language,"Language modeling/generation,Translation",Alibaba,"Jinze Bai, Shuai Bai, Yunfei Chu, Zeyu Cui, Kai Dang, Xiaodong Deng, Yang Fan, Wenbin Ge, Yu Han, Fei Huang, Binyuan Hui, Luo Ji, Mei Li, Junyang Lin, Runji Lin, Dayiheng Liu, Gao Liu, Chengqiang Lu, Keming Lu, Jianxin Ma, Rui Men, Xingzhang Ren, Xuancheng Ren, Chuanqi Tan, Sinan Tan, Jianhong Tu, Peng Wang, Shijie Wang, Wei Wang, Shengguang Wu, Benfeng Xu, Jin Xu, An Yang, Hao Yang, Jian Yang, Shusheng Yang, Yang Yao, Bowen Yu, Hongyi Yuan, Zheng Yuan, Jianwei Zhang, Xingxuan Zhang, Yichang Zhang, Zhenru Zhang, Chang Zhou, Jingren Zhou, Xiaohuan Zhou, Tianhang Zhu",2023-09-28,Qwen Technical Report,"https://arxiv.org/abs/2309.16609, https://huggingface.co/Qwen/Qwen-7B",2482.0,,7000000000.0,1.01e+23,2400000000000.0,,,,Confident,1.0,Open weights (restricted use),China,,,,2025-10-16 13:09:07+00:00,,4000000.0,Industry,False,,Unreleased,True,,False,,Operation counting,2023,Deep learning era,False,China,Language,,29.3054023349738
PLaMo-13B,Language,"Language modeling/generation,Chat,Question answering",Preferred Networks Inc,"Preferred Networks, Inc",2023-09-28, PLaMo-13B,https://huggingface.co/pfnet/plamo-13b,,,13000000000.0,1.17e+23,1500000000000.0,720.0,NVIDIA A100 SXM4 40 GB,Self-supervised learning,Confident,,Open weights (unrestricted),Japan,,,480.0,2025-09-28 01:00:10+00:00,,,Industry,False,345600.0,Unreleased,True,,False,381255.6002238446,Operation counting,2023,Deep learning era,False,Japan,Language,,2.8384881327469653
Show-1,Video,"Video generation,Text-to-video",National University of Singapore,"David Junhao Zhang, Jay Zhangjie Wu, Jia-Wei Liu, Rui Zhao, Lingmin Ran, Yuchao Gu, Difei Gao, Mike Zheng Shou",2023-09-27,Show-1: Marrying Pixel and Latent Diffusion Models for Text-to-Video Generation,https://arxiv.org/abs/2309.15818,,SOTA improvement,,,160358400000000.0,,NVIDIA A100,,Unknown,,Open weights (non-commercial),Singapore,,,,2025-09-28 01:00:10+00:00,,,Academia,False,,Unreleased,True,,False,,,2023,Deep learning era,True,Singapore,Vision,,
Emu (Meta),Image generation,"Text-to-image,Image generation",Meta AI,"Xiaoliang Dai, Ji Hou, Chih-Yao Ma, Sam Tsai, Jialiang Wang, Rui Wang, Peizhao Zhang, Simon Vandenhende, Xiaofang Wang, Abhimanyu Dubey, Matthew Yu, Abhishek Kadian, Filip Radenovic, Dhruv Mahajan, Kunpeng Li, Yue Zhao, Vladan Petrovic, Mitesh Kumar Singh, Simran Motwani, Yi Wen, Yiwen Song, Roshan Sumbaly, Vignesh Ramanathan, Zijian He, Peter Vajda, Devi Parikh",2023-09-27,Emu: Enhancing Image Generation Models Using Photogenic Needles in a Haystack,https://ai.meta.com/research/publications/emu-enhancing-image-generation-models-using-photogenic-needles-in-a-haystack/,,,2800000000.0,,,,,,Confident,,Unreleased,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,True,,Unreleased,False,,False,,,2023,Deep learning era,False,United States,Vision,22.0,12.024618272999188
BigRNA,Biology,"Drug discovery,Protein-RNA binding affinity prediction,Gene expression profile generation",DeepGenomics,"Albi Celaj, Alice Jiexin Gao, Tammy T.Y. Lau, Erle M. Holgersen, Alston Lo, Varun Lodaya, Christopher B. Cole, Robert E. Denroche,  Carl Spickett, Omar Wagih, Pedro O. Pinheiro, Parth Vora, Pedrum Mohammadi-Shemirani, Steve Chan, Zach Nussbaum, Xi Zhang, Helen Zhu, Easwaran Ramamurthy, Bhargav Kanuparthi, Michael Iacocca, Diane Ly, Ken Kron, Marta Verby, Kahlin Cheung-Ong, Zvi Shalev, Brandon Vaz, Sakshi Bhargava, Farhan Yusuf, Sharon Samuel, Sabriyeh Alibai, Zahra Baghestani, Xinwen He, Kirsten Krastel, Oladipo Oladapo, Amrudha Mohan, Arathi Shanavas, Magdalena Bugno, Jovanka Bogojeski, Frank Schmitges, Carolyn Kim, Solomon Grant, Rachana Jayaraman, Tehmina Masud, Amit Deshwar, Shreshth Gandhi, Brendan J. Frey",2023-09-27,An RNA foundation model enables discovery of disease mechanisms and candidate therapeutics,https://www.biorxiv.org/content/10.1101/2023.09.20.558508v1,,,2000000000.0,1.2e+22,1000000000000.0,,,,Likely,,Unreleased,Canada,,,,2025-10-16 20:18:33+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2023,Deep learning era,False,Canada,Biology,,1.806773006655853
InternLM-XComposer,"Multimodal,Language,Vision","Chat,Visual question answering,Translation",Shanghai AI Lab,"Pan Zhang, Xiaoyi Dong, Bin Wang, Yuhang Cao, Chao Xu, Linke Ouyang, Zhiyuan Zhao, Haodong Duan, Songyang Zhang, Shuangrui Ding, Wenwei Zhang, Hang Yan, Xinyue Zhang, Wei Li, Jingwen Li, Kai Chen, Conghui He, Xingcheng Zhang, Yu Qiao, Dahua Lin, Jiaqi Wang",2023-09-26,InternLM-XComposer: A Vision-Language Large Model for Advanced Text-image Comprehension and Composition,https://arxiv.org/abs/2309.15112,273.0,,7000000000.0,5.28e+21,125604608000.0,80.0,NVIDIA A100,Supervised fine-tuning (SFT),Confident,,Open weights (restricted use),China,InternLM,3.45047040001e+21,128.0,2025-10-14 18:03:42+00:00,,,Academia,False,10240.0,Open source,False,,False,101672.68833253944,"Hardware,Operation counting",2023,Deep learning era,False,China,Multimodal,,29.3054023349738
GPT-4V,"Multimodal,Vision,Language","Language modeling,Visual question answering",OpenAI,Unknown,2023-09-25,GPT-4V(ision) system card,https://cdn.openai.com/papers/GPTV_System_Card.pdf,,Significant use,,,,,,Reinforcement learning,Unknown,,API access,United States,GPT-4,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,True,,False,,,2023,Deep learning era,True,United States,Multimodal,22.0,12.024618272999188
AlphaMissense,Biology,"Protein pathogenicity prediction,Protein folding prediction,Proteins",Google DeepMind,"Jun Cheng, Guido Novati, Joshua Pan, Clare Bycroft, Akvile ̇Žemgulyte ̇, Taylor Applebaum, Alexander Pritzel, Lai Hong Wong, Michal Zielinski, Tobias Sargeant, Rosalia G. Schneider,Andrew W. Senior, John Jumper, Demis Hassabis, Pushmeet Kohli,Žiga Avsec",2023-09-22,Accurate proteome-wide missense variant effect prediction with AlphaMissense,https://www.science.org/doi/10.1126/science.adg7492,1030.0,SOTA improvement,93000000.0,,2304000000.0,,,,Likely,4.0,Unreleased,Multinational,AlphaFold 2,,,2025-10-16 13:09:06+00:00,,,Industry,False,,Open source,False,,False,,,2023,Deep learning era,True,United States,Biology,22.0,12.024618272999188
PengCheng Mind (鹏城脑海),Language,"Chat,Code generation,Translation",Peng Cheng Laboratory,Unknown,2023-09-21,OpenI启智社区/PengCheng.Mind,"https://www.gitlink.org.cn/OpenI2023/PengCheng
https://www.pcl.ac.cn/html/943/2023-09-21/content-4299.html",,,200000000000.0,,,,Ascend (昇腾) 910,,Confident,,Open weights (restricted use),China,,,144.0,2025-09-28 01:00:10+00:00,,,Academia,False,,,False,,False,,,2023,Deep learning era,False,China,Language,,29.3054023349738
BTLM-3B,Language,"Language generation,Code generation",Cerebras Systems,"Nolan Dey, Daria Soboleva, Faisal Al-Khateeb, Bowen Yang, Ribhu Pathria, Hemant Khachane, Shaheer Muhammad, Zhiming (Charles) Chen, Robert Myers, Jacob Robert Steeves, Natalia Vassilieva, Marvin Tom, Joel Hestness",2023-09-20,BTLM-3B-8K: 7B Parameter Performance in a 3B Parameter Model,https://arxiv.org/abs/2309.11568,,,2600000000.0,9.8e+21,627000000000.0,,Cerebras CS-2,,Confident,1.0,Open weights (unrestricted),Multinational,,,,2025-09-28 01:00:10+00:00,,3932160.0,Industry,False,,Unreleased,False,,False,,Operation counting,2023,Deep learning era,False,Multinational,Language,,
DreamLLM,"Multimodal,Language,Vision,Image generation","Language modeling/generation,Vision-language generation,Image generation","Xi’an Jiaotong University,Megvii Inc,Tsinghua University,Huazhong University of Science and Technology","Runpei Dong, Chunrui Han, Yuang Peng, Zekun Qi, Zheng Ge, Jinrong Yang, Liang Zhao, Jianjian Sun, Hongyu Zhou, Haoran Wei, Xiangwen Kong, Xiangyu Zhang, Kaisheng Ma, Li Yi",2023-09-20,DreamLLM: Synergistic Multimodal Comprehension and Creation,https://arxiv.org/abs/2309.11499,241.0,,7000000000.0,7.547904e+20,70369280000.0,17.5,NVIDIA A800 PCIe 40 GB,,Confident,1.0,Unknown,China,,,128.0,2025-10-16 13:09:07+00:00,,,"Academia, Industry",False,2240.0,,False,,False,63553.921475779025,Hardware,2023,Deep learning era,False,China,Multimodal,,29.3054023349738
GPT-MolBERTa,Biology,Molecular property prediction,Carnegie Mellon University (CMU),"Suryanarayanan Balaji, Rishikesh Magar, Yayati Jadhav, Amir Barati Farimani",2023-09-20,GPT-MolBERTa: GPT Molecular Features Language Model for molecular property prediction,https://arxiv.org/abs/2310.03030,14.0,,,,9780000.0,,,,Confident,,Open weights (unrestricted),United States,,,,2025-10-14 18:03:40+00:00,,,Academia,False,,Open source,False,,False,,,2023,Deep learning era,False,United States,Biology,22.0,12.024618272999188
Baichuan 2-7B,Language,"Language modeling/generation,Question answering,Translation",Baichuan,"Aiyuan Yang, Bin Xiao, Bingning Wang, Borong Zhang, Chao Yin, Chenxu Lv, Da Pan, Dian Wang, Dong Yan, Fan Yang, Fei Deng, Feng Wang, Feng Liu, Guangwei Ai, Guosheng Dong, Haizhou Zhao, Hang Xu, Haoze Sun, Hongda Zhang, Hui Liu, Jiaming Ji, Jian Xie, Juntao Dai, Kun Fang, Lei Su, Liang Song, Lifeng Liu, Liyun Ru, Luyao Ma, Mang Wang, Mickel Liu, MingAn Lin, Nuolan Nie, Peidong Guo, Ruiyang Sun, Tao Zhang, Tianpeng Li, Tianyu Li, Wei Cheng, Weipeng Chen, Xiangrong Zeng, Xiaochuan Wang, Xiaoxi Chen, Xin Men, Xin Yu, Xuehai Pan, Yanjun Shen, Yiding Wang, Yiyu Li, Youxin Jiang, Yuchen Gao, Yupeng Zhang, Zenan Zhou, Zhiying Wu",2023-09-20,"Baichuan 2: Open Large-scale Language Models
",https://arxiv.org/pdf/2309.10305,830.0,,7000000000.0,1.092e+23,2600000000000.0,,NVIDIA A800 PCIe 40 GB,,Confident,,Open weights (restricted use),China,,,1024.0,2025-10-16 13:09:06+00:00,,,Industry,False,,Open source,True,,False,508431.3718062322,Operation counting,2023,Deep learning era,False,China,Language,,29.3054023349738
OpenChat-13b,Language,Question answering,"Tsinghua University,Shanghai AI Lab,01.AI","Guan Wang, Sijie Cheng, Xianyuan Zhan, Xiangang Li, Sen Song, Yang Liu",2023-09-20,OpenChat: Advancing Open-source Language Models with Mixed-Quality Data,https://arxiv.org/pdf/2309.11235,282.0,,13000000000.0,7.805217030000001e+22,,,,,Confident,5.0,Open weights (unrestricted),China,LLaMA-13B,5.23e+19,,2025-10-16 13:08:52+00:00,,,"Academia, Industry",False,,,False,,False,,,2023,Deep learning era,False,China,Language,,29.3054023349738
Nova-2,Speech,Speech recognition (ASR),Deepgram,Unknown,2023-09-19,Meet Deepgram Nova-2: Raising the Bar for Speech-to-Text,https://deepgram.com/learn/nova-2-speech-to-text-api,,,,,,,,,Unknown,,API access,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2023,Deep learning era,False,United States,Audio,22.0,12.024618272999188
bge-reranker-large,Language,Semantic embedding,"Beijing Academy of Artificial Intelligence / BAAI,Hugging Face","Shitao Xiao, Zheng Liu, Peitian Zhang, Niklas Muennighoff",2023-09-14,C-Pack: Packaged Resources To Advance General Chinese Embedding,"https://arxiv.org/abs/2309.07597v2
https://huggingface.co/BAAI/bge-reranker-large",274.0,,560000000.0,,,,,,Confident,,Open weights (unrestricted),Multinational,XLM-RoBERTa,,,2025-10-14 18:03:42+00:00,,,"Academia, Industry",False,,,False,,False,,,2023,Deep learning era,False,China,Language,,29.3054023349738
DeciLM 6B,Language,Chat,Deci AI,DeciAI Research Team,2023-09-13,DeciLM 6B,https://huggingface.co/Deci/DeciLM-6b,,,5700000000.0,1.026e+22,,,,,Likely,,Open weights (restricted use),Israel,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,Operation counting,2023,Deep learning era,False,Israel,Language,,
Robot Parkour,Robotics,Animal (human/non-human) imitation,"Shanghai Qi Zhi institute,Stanford University,Carnegie Mellon University (CMU),Tsinghua University","Ziwen Zhuang, Zipeng Fu, Jianren Wang, Christopher Atkeson, Soeren Schwertfeger, Chelsea Finn, Hang Zhao",2023-09-12,Robot Parkour Learning,https://arxiv.org/abs/2309.05665,197.0,SOTA improvement,500000.0,,,,NVIDIA GeForce RTX 3090,,Confident,,Unreleased,Multinational,,,,2025-10-16 13:08:51+00:00,,,Academia,False,,Open source,False,,False,,,2023,Deep learning era,True,China,Robotics,,29.3054023349738
Phi-1.5,Language,Language generation,Microsoft,"Yuanzhi Li, Sébastien Bubeck, Ronen Eldan, Allie Del Giorno, Suriya Gunasekar, Yin Tat Lee",2023-09-11,Textbooks Are All You Need II: phi-1.5 technical report,"https://arxiv.org/abs/2309.05463, https://huggingface.co/microsoft/phi-1_5",539.0,,1300000000.0,1.17e+21,30000000000.0,192.0,NVIDIA A100 SXM4 40 GB,,Confident,5.0,Open weights (unrestricted),Multinational,,,,2025-10-16 13:08:52+00:00,,,Industry,True,,Unreleased,False,,False,,"Operation counting,Hardware",2023,Deep learning era,False,United States,Language,22.0,12.024618272999188
MADLAD-400 10B,Language,Translation,"Google DeepMind,Google Research","Sneha Kudugunta, Isaac Caswell, Biao Zhang, Xavier Garcia, Christopher A. Choquette-Choo, Katherine Lee, Derrick Xin, Aditya Kusupati, Romi Stella, Ankur Bapna, Orhan Firat",2023-09-09,MADLAD-400: A Multilingual And Document-Level Large Audited Dataset,https://arxiv.org/abs/2309.04662,165.0,,10700000000.0,1.605e+22,250000000000.0,,,,Confident,1.0,Open weights (unrestricted),Multinational,,,,2025-10-16 13:09:07+00:00,,,Industry,False,,,False,,False,,Operation counting,2023,Deep learning era,False,United States,Language,22.0,12.024618272999188
Mobile V-MoEs,Vision,Image classification,Apple,"Erik Daxberger, Floris Weers, Bowen Zhang, Tom Gunter, Ruoming Pang, Marcin Eichner, Michael Emmersberger, Yinfei Yang, Alexander Toshev, Xianzhi Du",2023-09-08,Mobile V-MoEs: Scaling Down Vision Transformers via Sparse Mixture-of-Experts,https://arxiv.org/abs/2309.04354,,,,,62720000.0,,,,Confident,,Unreleased,United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,Unreleased,False,,False,,,2023,Deep learning era,False,United States,Vision,22.0,12.024618272999188
Persimmon-8B,Language,Language modeling,Adept,"Erich Elsen, Augustus Odena, Maxwell Nye, Sağnak Taşırlar, Tri Dao, Curtis Hawthorne, Deepak Moparthi, Arushi Somani",2023-09-07,Releasing Persimmon-8B,https://www.adept.ai/blog/persimmon-8b,,,9300000000.0,4.11246e+22,737000000000.0,,,,Confident,,Open weights (unrestricted),United States,,,,2025-09-28 01:00:10+00:00,,,Industry,False,,,False,,False,,Operation counting,2023,Deep learning era,False,United States,Language,22.0,12.024618272999188
